Date,Universe,Model,Ticker,Weight
2008-10-31,A,RF_longonly_0bps,DIA,
2008-11-30,A,RF_longonly_0bps,DIA,
2008-12-31,A,RF_longonly_0bps,DIA,
2009-01-31,A,RF_longonly_0bps,DIA,
2009-02-28,A,RF_longonly_0bps,DIA,
2009-03-31,A,RF_longonly_0bps,DIA,
2009-04-30,A,RF_longonly_0bps,DIA,
2009-05-31,A,RF_longonly_0bps,DIA,
2009-06-30,A,RF_longonly_0bps,DIA,
2009-07-31,A,RF_longonly_0bps,DIA,
2009-08-31,A,RF_longonly_0bps,DIA,
2009-09-30,A,RF_longonly_0bps,DIA,
2009-10-31,A,RF_longonly_0bps,DIA,0.05454545454545454
2009-11-30,A,RF_longonly_0bps,DIA,0.10909090909090909
2009-12-31,A,RF_longonly_0bps,DIA,0.05454545454545454
2010-01-31,A,RF_longonly_0bps,DIA,0.16363636363636364
2010-02-28,A,RF_longonly_0bps,DIA,0.18181818181818182
2010-03-31,A,RF_longonly_0bps,DIA,0.16363636363636364
2010-04-30,A,RF_longonly_0bps,DIA,0.10909090909090909
2010-05-31,A,RF_longonly_0bps,DIA,0.14545454545454545
2010-06-30,A,RF_longonly_0bps,DIA,0.18181818181818182
2010-07-31,A,RF_longonly_0bps,DIA,0.16363636363636364
2010-08-31,A,RF_longonly_0bps,DIA,0.10909090909090909
2010-09-30,A,RF_longonly_0bps,DIA,0.09090909090909091
2010-10-31,A,RF_longonly_0bps,DIA,0.07272727272727272
2010-11-30,A,RF_longonly_0bps,DIA,0.05454545454545454
2010-12-31,A,RF_longonly_0bps,DIA,0.14545454545454545
2011-01-31,A,RF_longonly_0bps,DIA,0.18181818181818182
2011-02-28,A,RF_longonly_0bps,DIA,0.16363636363636364
2011-03-31,A,RF_longonly_0bps,DIA,0.18181818181818182
2011-04-30,A,RF_longonly_0bps,DIA,0.16363636363636364
2011-05-31,A,RF_longonly_0bps,DIA,0.16363636363636364
2011-06-30,A,RF_longonly_0bps,DIA,0.12727272727272726
2011-07-31,A,RF_longonly_0bps,DIA,0.12727272727272726
2011-08-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2011-09-30,A,RF_longonly_0bps,DIA,0.05454545454545454
2011-10-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2011-11-30,A,RF_longonly_0bps,DIA,0.03636363636363636
2011-12-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2012-01-31,A,RF_longonly_0bps,DIA,0.10909090909090909
2012-02-29,A,RF_longonly_0bps,DIA,0.05454545454545454
2012-03-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2012-04-30,A,RF_longonly_0bps,DIA,0.03636363636363636
2012-05-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2012-06-30,A,RF_longonly_0bps,DIA,0.10909090909090909
2012-07-31,A,RF_longonly_0bps,DIA,0.05454545454545454
2012-08-31,A,RF_longonly_0bps,DIA,0.01818181818181818
2012-09-30,A,RF_longonly_0bps,DIA,0.10909090909090909
2012-10-31,A,RF_longonly_0bps,DIA,0.16363636363636366
2012-11-30,A,RF_longonly_0bps,DIA,0.18181818181818182
2012-12-31,A,RF_longonly_0bps,DIA,0.16363636363636364
2013-01-31,A,RF_longonly_0bps,DIA,0.16363636363636364
2013-02-28,A,RF_longonly_0bps,DIA,0.18181818181818182
2013-03-31,A,RF_longonly_0bps,DIA,0.18181818181818182
2013-04-30,A,RF_longonly_0bps,DIA,0.12727272727272726
2013-05-31,A,RF_longonly_0bps,DIA,0.16363636363636364
2013-06-30,A,RF_longonly_0bps,DIA,0.16363636363636364
2013-07-31,A,RF_longonly_0bps,DIA,0.18181818181818185
2013-08-31,A,RF_longonly_0bps,DIA,0.1272727272727273
2013-09-30,A,RF_longonly_0bps,DIA,0.05454545454545454
2013-10-31,A,RF_longonly_0bps,DIA,0.01818181818181818
2013-11-30,A,RF_longonly_0bps,DIA,0.05454545454545454
2013-12-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2014-01-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2014-02-28,A,RF_longonly_0bps,DIA,0.018181818181818184
2014-03-31,A,RF_longonly_0bps,DIA,0.018181818181818184
2014-04-30,A,RF_longonly_0bps,DIA,0.05454545454545454
2014-05-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2014-06-30,A,RF_longonly_0bps,DIA,0.01818181818181818
2014-07-31,A,RF_longonly_0bps,DIA,0.01818181818181818
2014-08-31,A,RF_longonly_0bps,DIA,0.01818181818181818
2014-09-30,A,RF_longonly_0bps,DIA,0.03636363636363636
2014-10-31,A,RF_longonly_0bps,DIA,0.03636363636363636
2014-11-30,A,RF_longonly_0bps,DIA,0.07272727272727272
2014-12-31,A,RF_longonly_0bps,DIA,0.01818181818181818
2015-01-31,A,RF_longonly_0bps,DIA,0.07272727272727272
2015-02-28,A,RF_longonly_0bps,DIA,0.09090909090909091
2015-03-31,A,RF_longonly_0bps,DIA,0.10909090909090909
2015-04-30,A,RF_longonly_0bps,DIA,0.09090909090909091
2015-05-31,A,RF_longonly_0bps,DIA,0.05454545454545454
2015-06-30,A,RF_longonly_0bps,DIA,0.03636363636363636
2015-07-31,A,RF_longonly_0bps,DIA,0.01818181818181818
2015-08-31,A,RF_longonly_0bps,DIA,0.01818181818181818
2015-09-30,A,RF_longonly_0bps,DIA,0.07272727272727272
2015-10-31,A,RF_longonly_0bps,DIA,0.14545454545454545
2015-11-30,A,RF_longonly_0bps,DIA,0.09090909090909091
2015-12-31,A,RF_longonly_0bps,DIA,0.09090909090909091
2016-01-31,A,RF_longonly_0bps,DIA,0.045454545454545456
2016-02-29,A,RF_longonly_0bps,DIA,0.12121212121212122
2016-03-31,A,RF_longonly_0bps,DIA,0.09090909090909091
2016-04-30,A,RF_longonly_0bps,DIA,0.09090909090909093
2016-05-31,A,RF_longonly_0bps,DIA,0.030303030303030304
2016-06-30,A,RF_longonly_0bps,DIA,0.060606060606060615
2016-07-31,A,RF_longonly_0bps,DIA,0.12121212121212123
2016-08-31,A,RF_longonly_0bps,DIA,0.07575757575757577
2016-09-30,A,RF_longonly_0bps,DIA,0.06060606060606061
2016-10-31,A,RF_longonly_0bps,DIA,0.015151515151515152
2016-11-30,A,RF_longonly_0bps,DIA,0.07575757575757577
2016-12-31,A,RF_longonly_0bps,DIA,0.15151515151515152
2017-01-31,A,RF_longonly_0bps,DIA,0.10606060606060608
2017-02-28,A,RF_longonly_0bps,DIA,0.07575757575757576
2017-03-31,A,RF_longonly_0bps,DIA,0.09090909090909091
2017-04-30,A,RF_longonly_0bps,DIA,0.10606060606060606
2017-05-31,A,RF_longonly_0bps,DIA,0.02564102564102564
2017-06-30,A,RF_longonly_0bps,DIA,0.02564102564102564
2017-07-31,A,RF_longonly_0bps,DIA,0.08974358974358976
2017-08-31,A,RF_longonly_0bps,DIA,0.021978021978021983
2017-09-30,A,RF_longonly_0bps,DIA,0.02197802197802198
2017-10-31,A,RF_longonly_0bps,DIA,0.07692307692307693
2017-11-30,A,RF_longonly_0bps,DIA,0.07692307692307694
2017-12-31,A,RF_longonly_0bps,DIA,0.06593406593406594
2018-01-31,A,RF_longonly_0bps,DIA,0.06593406593406594
2018-02-28,A,RF_longonly_0bps,DIA,0.07692307692307693
2018-03-31,A,RF_longonly_0bps,DIA,0.03296703296703297
2018-04-30,A,RF_longonly_0bps,DIA,0.07692307692307693
2018-05-31,A,RF_longonly_0bps,DIA,0.06593406593406594
2018-06-30,A,RF_longonly_0bps,DIA,0.032967032967032975
2018-07-31,A,RF_longonly_0bps,DIA,0.08791208791208792
2018-08-31,A,RF_longonly_0bps,DIA,0.10989010989010989
2018-09-30,A,RF_longonly_0bps,DIA,0.04395604395604396
2018-10-31,A,RF_longonly_0bps,DIA,0.0879120879120879
2018-11-30,A,RF_longonly_0bps,DIA,0.032967032967032975
2018-12-31,A,RF_longonly_0bps,DIA,0.05494505494505496
2019-01-31,A,RF_longonly_0bps,DIA,0.07692307692307693
2019-02-28,A,RF_longonly_0bps,DIA,0.08791208791208792
2019-03-31,A,RF_longonly_0bps,DIA,0.03296703296703297
2019-04-30,A,RF_longonly_0bps,DIA,0.043956043956043966
2019-05-31,A,RF_longonly_0bps,DIA,0.03296703296703297
2019-06-30,A,RF_longonly_0bps,DIA,0.05494505494505496
2019-07-31,A,RF_longonly_0bps,DIA,0.02197802197802198
2019-08-31,A,RF_longonly_0bps,DIA,0.054945054945054944
2019-09-30,A,RF_longonly_0bps,DIA,0.04395604395604396
2019-10-31,A,RF_longonly_0bps,DIA,0.02197802197802198
2019-11-30,A,RF_longonly_0bps,DIA,0.07692307692307693
2019-12-31,A,RF_longonly_0bps,DIA,0.06593406593406594
2020-01-31,A,RF_longonly_0bps,DIA,0.054945054945054944
2020-02-29,A,RF_longonly_0bps,DIA,0.05494505494505493
