Date,Ret,Universe,Model
2008-10-31,,A,RF_longonly_0bps
2008-11-30,,A,RF_longonly_0bps
2008-12-31,,A,RF_longonly_0bps
2009-01-31,,A,RF_longonly_0bps
2009-02-28,,A,RF_longonly_0bps
2009-03-31,,A,RF_longonly_0bps
2009-04-30,,A,RF_longonly_0bps
2009-05-31,,A,RF_longonly_0bps
2009-06-30,,A,RF_longonly_0bps
2009-07-31,,A,RF_longonly_0bps
2009-08-31,,A,RF_longonly_0bps
2009-09-30,,A,RF_longonly_0bps
2009-10-31,0.05521736009510245,A,RF_longonly_0bps
2009-11-30,0.045170304223911856,A,RF_longonly_0bps
2009-12-31,-0.04678721932327531,A,RF_longonly_0bps
2010-01-31,0.03983010536260099,A,RF_longonly_0bps
2010-02-28,0.06775021971656556,A,RF_longonly_0bps
2010-03-31,0.034364581975339155,A,RF_longonly_0bps
2010-04-30,-0.07166580081065953,A,RF_longonly_0bps
2010-05-31,-0.05642290290995168,A,RF_longonly_0bps
2010-06-30,0.07404358030877244,A,RF_longonly_0bps
2010-07-31,-0.04108339093670438,A,RF_longonly_0bps
2010-08-31,0.09846768158761451,A,RF_longonly_0bps
2010-09-30,0.0463972225407072,A,RF_longonly_0bps
2010-10-31,0.005921072466376039,A,RF_longonly_0bps
2010-11-30,0.06260937796480183,A,RF_longonly_0bps
2010-12-31,0.020125491703752194,A,RF_longonly_0bps
2011-01-31,0.03913668339424289,A,RF_longonly_0bps
2011-02-28,0.004023083293831891,A,RF_longonly_0bps
2011-03-31,0.032443008510487266,A,RF_longonly_0bps
2011-04-30,-0.00681349201951541,A,RF_longonly_0bps
2011-05-31,-0.020094440118514852,A,RF_longonly_0bps
2011-06-30,-0.01724541925740713,A,RF_longonly_0bps
2011-07-31,-0.057105079980107595,A,RF_longonly_0bps
2011-08-31,-0.07739792318157987,A,RF_longonly_0bps
2011-09-30,0.11956140147357126,A,RF_longonly_0bps
2011-10-31,-0.013240437874447994,A,RF_longonly_0bps
2011-11-30,0.003705797561235546,A,RF_longonly_0bps
2011-12-31,0.06619594999385581,A,RF_longonly_0bps
2012-01-31,0.04356345260375549,A,RF_longonly_0bps
2012-02-29,0.034457357618303416,A,RF_longonly_0bps
2012-03-31,-0.0075950868807082555,A,RF_longonly_0bps
2012-04-30,-0.06429613794362135,A,RF_longonly_0bps
2012-05-31,0.036590556894851384,A,RF_longonly_0bps
2012-06-30,0.009369608187631159,A,RF_longonly_0bps
2012-07-31,0.0314995042530308,A,RF_longonly_0bps
2012-08-31,0.017347415779470545,A,RF_longonly_0bps
2012-09-30,-0.026539975914898938,A,RF_longonly_0bps
2012-10-31,0.009755355710814824,A,RF_longonly_0bps
2012-11-30,0.014911359679567556,A,RF_longonly_0bps
2012-12-31,0.056885941395583284,A,RF_longonly_0bps
2013-01-31,0.011708499347719345,A,RF_longonly_0bps
2013-02-28,0.03892517080221096,A,RF_longonly_0bps
2013-03-31,0.022568426707347947,A,RF_longonly_0bps
2013-04-30,0.01273221655609062,A,RF_longonly_0bps
2013-05-31,-0.017601202539760122,A,RF_longonly_0bps
2013-06-30,0.04791008856471731,A,RF_longonly_0bps
2013-07-31,-0.03386112050947755,A,RF_longonly_0bps
2013-08-31,0.04094447445010036,A,RF_longonly_0bps
2013-09-30,0.041031176850764406,A,RF_longonly_0bps
2013-10-31,0.017391207589338063,A,RF_longonly_0bps
2013-11-30,0.025568360174445387,A,RF_longonly_0bps
2013-12-31,-0.0268783346882894,A,RF_longonly_0bps
2014-01-31,0.048756362709718504,A,RF_longonly_0bps
2014-02-28,-0.004685529298173389,A,RF_longonly_0bps
2014-03-31,-0.0064969847546330305,A,RF_longonly_0bps
2014-04-30,0.027588254378635435,A,RF_longonly_0bps
2014-05-31,0.02606021620653234,A,RF_longonly_0bps
2014-06-30,-0.016970231728877457,A,RF_longonly_0bps
2014-07-31,0.042812749239152056,A,RF_longonly_0bps
2014-08-31,-0.02901043050798777,A,RF_longonly_0bps
2014-09-30,0.0350170147815546,A,RF_longonly_0bps
2014-10-31,0.02543570216932178,A,RF_longonly_0bps
2014-11-30,0.0003659190408427885,A,RF_longonly_0bps
2014-12-31,-0.007837677568620454,A,RF_longonly_0bps
2015-01-31,0.04471510337130075,A,RF_longonly_0bps
2015-02-28,-0.0025033410796309282,A,RF_longonly_0bps
2015-03-31,-0.009688232735625536,A,RF_longonly_0bps
2015-04-30,0.014168689523716119,A,RF_longonly_0bps
2015-05-31,-0.018951653301474244,A,RF_longonly_0bps
2015-06-30,0.018384780715465652,A,RF_longonly_0bps
2015-07-31,-0.061356275710958745,A,RF_longonly_0bps
2015-08-31,-0.027612531406296763,A,RF_longonly_0bps
2015-09-30,0.07985443233778872,A,RF_longonly_0bps
2015-10-31,0.00528192902505121,A,RF_longonly_0bps
2015-11-30,-0.011818014483416257,A,RF_longonly_0bps
2015-12-31,-0.05036848687992577,A,RF_longonly_0bps
2016-01-31,-0.0008194958262508064,A,RF_longonly_0bps
2016-02-29,0.07324633446484444,A,RF_longonly_0bps
2016-03-31,-0.00724380244098236,A,RF_longonly_0bps
2016-04-30,0.017988025794568027,A,RF_longonly_0bps
2016-05-31,0.009998741454074691,A,RF_longonly_0bps
2016-06-30,0.03834739131506803,A,RF_longonly_0bps
2016-07-31,0.00045829278904343656,A,RF_longonly_0bps
2016-08-31,0.0017810316216268173,A,RF_longonly_0bps
2016-09-30,-0.026688526681927047,A,RF_longonly_0bps
2016-10-31,0.032933744917204945,A,RF_longonly_0bps
2016-11-30,0.019178478492138336,A,RF_longonly_0bps
2016-12-31,0.01645524633500147,A,RF_longonly_0bps
2017-01-31,0.03961896301825339,A,RF_longonly_0bps
2017-02-28,0.006215700247067983,A,RF_longonly_0bps
2017-03-31,0.01598404053732088,A,RF_longonly_0bps
2017-04-30,0.017019019687565737,A,RF_longonly_0bps
2017-05-31,0.001302504710586073,A,RF_longonly_0bps
2017-06-30,0.02369962724361383,A,RF_longonly_0bps
2017-07-31,0.007380328603444538,A,RF_longonly_0bps
2017-08-31,0.018873119590074726,A,RF_longonly_0bps
2017-09-30,0.029648552573461915,A,RF_longonly_0bps
2017-10-31,0.030288449939209827,A,RF_longonly_0bps
2017-11-30,0.006671631224355537,A,RF_longonly_0bps
2017-12-31,0.05624172326365921,A,RF_longonly_0bps
2018-01-31,-0.02895032113118174,A,RF_longonly_0bps
2018-02-28,-0.021256868776313567,A,RF_longonly_0bps
2018-03-31,0.003032244300675991,A,RF_longonly_0bps
2018-04-30,0.03422317038210203,A,RF_longonly_0bps
2018-05-31,0.009132910003049497,A,RF_longonly_0bps
2018-06-30,0.026992684099261508,A,RF_longonly_0bps
2018-07-31,0.04149724115517512,A,RF_longonly_0bps
2018-08-31,0.0038319259469722644,A,RF_longonly_0bps
2018-09-30,-0.07460541877776726,A,RF_longonly_0bps
2018-10-31,0.017068149846205836,A,RF_longonly_0bps
2018-11-30,-0.09277933943062708,A,RF_longonly_0bps
2018-12-31,0.08412812772938183,A,RF_longonly_0bps
2019-01-31,0.033725157462578106,A,RF_longonly_0bps
2019-02-28,0.011110579779549889,A,RF_longonly_0bps
2019-03-31,0.03602426347107102,A,RF_longonly_0bps
2019-04-30,-0.05819642108498469,A,RF_longonly_0bps
2019-05-31,0.0617235668099791,A,RF_longonly_0bps
2019-06-30,0.016514056379301752,A,RF_longonly_0bps
2019-07-31,-0.009701611631567226,A,RF_longonly_0bps
2019-08-31,0.011246802770638558,A,RF_longonly_0bps
2019-09-30,0.02181699424663301,A,RF_longonly_0bps
2019-10-31,0.03646366158109631,A,RF_longonly_0bps
2019-11-30,0.027687221162444698,A,RF_longonly_0bps
2019-12-31,0.011610818790796456,A,RF_longonly_0bps
2020-01-31,-0.07584578188068695,A,RF_longonly_0bps
2020-02-29,-0.12386117332506708,A,RF_longonly_0bps
2020-03-31,0.12887268927672094,A,RF_longonly_0bps
2020-04-30,0.054617697458184525,A,RF_longonly_0bps
2020-05-31,0.0316810411410624,A,RF_longonly_0bps
2020-06-30,0.059115605076102695,A,RF_longonly_0bps
2020-07-31,0.07496603249623823,A,RF_longonly_0bps
2020-08-31,-0.04076782528988901,A,RF_longonly_0bps
2020-09-30,-0.02636744272552986,A,RF_longonly_0bps
2020-10-31,0.11667579823674495,A,RF_longonly_0bps
2020-11-30,0.0491602920190533,A,RF_longonly_0bps
2020-12-31,0.006056949653141853,A,RF_longonly_0bps
2021-01-31,0.03214269785260575,A,RF_longonly_0bps
2021-02-28,0.032716584691856405,A,RF_longonly_0bps
2021-03-31,0.053213039244791295,A,RF_longonly_0bps
2021-04-30,0.00221695992281347,A,RF_longonly_0bps
2021-05-31,0.023520698558721128,A,RF_longonly_0bps
2021-06-30,0.020781450960367,A,RF_longonly_0bps
2021-07-31,0.029882496506877118,A,RF_longonly_0bps
2021-08-31,-0.0493472838844136,A,RF_longonly_0bps
2021-09-30,0.0678694976435492,A,RF_longonly_0bps
2021-10-31,-0.011939199516591444,A,RF_longonly_0bps
2021-11-30,0.0332577595155516,A,RF_longonly_0bps
2021-12-31,-0.07068181435190525,A,RF_longonly_0bps
2022-01-31,-0.026412202883587504,A,RF_longonly_0bps
2022-02-28,0.03343459379711797,A,RF_longonly_0bps
2022-03-31,-0.08946035469503567,A,RF_longonly_0bps
2022-04-30,-0.008314296883239303,A,RF_longonly_0bps
2022-05-31,-0.07826833309185594,A,RF_longonly_0bps
2022-06-30,0.07966569429332546,A,RF_longonly_0bps
